phonemes,graphemes
kōzīt,coesite
hīərəgraf,hierograph
amərēnō,amorino
ilüzhnist,illusionist
älfakshən,olfaction
dipnyüstī,dipneusti
äsəlāshən,oscillation
impēdᵊnts,impedance
septəglēəm,septogloeum
flechər,fletcher
epədēmēäləjē,epidemiology
kəndem,condemn
gregərīnē,gregarinae
abərāshən,aberration
mīsētəzōən,mycetozoan
birē,beery
simbēätik,symbiotic
bläk,block
gəräzh,garage
bīkȯrn,bicorne
bantər,banter
ənmanlē,unmanly
sifəlōfōb,syphilophobe
dern,dern
brikē,bricky
gərt,girt
süpərstishən,superstition
afəsəs,aphesis
lütstriŋ,lutestring
dəvərjənt,divergent
ägēnäldō,aguinaldo
īatrəjenik,iatrogenic
kəskəs,cuscus
fyümətȯrē,fumitory
krōtᵊl,crotyl
wintərīz,winterize
kərtᵊl,curtal
smelt,smelt
tədā,today
bəchu̇ər,decumbiture
pretsəl,pretzel
berhəg,bearhug
vāpərwer,vaporware
rēn,reen
kōmōs,comose
ilāshən,elation
kanəlīz,canalize
tabərə̇n,taborin
nüklēər,nuclear
enēəstīləs,enneastylos
glōb,globe
büdəhu̇d,buddhahood
lābēātə̇d,labiated
inglōb,englobe
kənēsiks,kinesics
gōld,gold
ärmər,armor
iksītətȯrē,excitatory
näniksplōsiv,nonexplosive
kōpəlkəkōtā,copalcocote
aməlōs,amylose
fēəldmən,fieldman
mezōsalpiŋks,mesosalpinx
əditəmənt,additament
stīlāt,stylate
kakäfənē,cacophony
rēmädᵊl,remodel
ku̇rbərə̇l,courbaril
krisp,crisp
rau̇ndwərm,roundworm
ambyələtȯrē,ambulatory
betəfīt,betafite
plastər,plaster
wu̇mənlēnəs,womanliness
nänpləst,nonplussed
dilikt,delict
fraŋkōnēə,franconia
pōstaksēəl,postaxial
ribəf,rebuff
sinyəwəs,sinuous
krimēnē,cremini
plīōhipəs,pliohippus
meträləjē,metrology
hīərədyülik,hierodulic
insītfəl,insightful
fōldiŋ,folding
ābīätik,abiotic
thaləfīt,thallophyte
māər,mayor
mətər,mutter
īdēəläjikəl,ideological
dərmōmīkōsəs,epidermomycosis
lemniskət,lemniscate
intərfīəl,interfile
sidəktiv,seductive
pärtisəpāt,participate
jaki,jacky
kəmpyütər,computer
merəkān,marocain
fənjəsīd,fungicide
bäp,bop
afganəstan,afghanistan
sītōnēmətāsēē,scytonemataceae
nyu̇raljəfȯrm,neuralgiform
testē,testy
fīkəs,ficus
hau̇smən,houseman
brij,bridge
kwȯrtərsȯn,quartersawn
läkyələsīdᵊl,loculicidal
mau̇chərīt,maucherite
pīperətōn,piperitone
dēplān,deplane
gāmkäk,gamecock
də̇matēāsēē,dematiaceae
intəräfəs,interoffice
jemāt,gemmate
nändəmestik,nondomestic
semēmistikəl,semimystical
didəməs,paradidymis
fəzishən,physician
nōtän,notan
fīərmən,fireman
präməntȯrē,promontory
rāsē,récit
laktōfäsfāt,lactophosphate
pȯrnäkrəsē,pornocracy
west,west
denə̇t,dennet
enkimətəs,enchymatous
estrīȯl,estriol
kränəgram,chronogram
hōmirēən,homerian
mänōethənäləmēn,monoethanolamine
pestəlentshəl,pestilential
sepərətist,separatist
məmē,mummy
sistəspōər,cystospore
tərān,terrane
serəm,sarum
məkōndā,makonde
mərthləs,mirthless
ləvōnēə,livonia
nefrəjenik,nephrogenic
disdānfəl,disdainful
pərastəkē,parastichy
kwərk,quirk
sītōtaksänəmē,cytotaxonomy
ganōsefələ,ganocephala
gəlaktəsil,galactosyl
wät,wot
strēmbed,streambed
au̇tshīn,outshine
rampēən,rampion
kwädrərēm,quadrireme
prērōmantəsizəm,preromanticism
dīazəpam,diazepam
ənfȯrmd,unformed
invīrənmənt,environment
märər,marrer
mētər,meter
əpäkrəfəl,apocryphal
manezh,manège
āpraksēə,apraxia
pichēsēägō,pichiciago
hədēth,hadith
hīəlīt,hyalite
zīdəkō,zydeco
pälənaarēəm,pollinarium
ēgäsərəs,egocerus
əndekəgän,undecagon
difrȯstər,defroster
trəstəfə̇kāshən,trustification
kapərə̇dāsēē,capparidaceae
kälər,caller
bimȯl,bemaul
pärməzän,parmesan
əsesᵊnt,acescent
apərāhō,aparejo
misdīignōs,misdiagnose
skärpər,scarper
səbnetwərk,subnetwork
pentəstämədə,pentastomida
fyüdəlizəm,feudalism
kwidə̇t,quiddit
fīərē,fiery
gädliŋ,godling
kädpēs,codpiece
bämbā,bombay
kleft,klepht
mīəlōfībrōsəs,myelofibrosis
derē,dairy
stātəs,status
krēsətāt,cresotate
kampənilə,campanilla
ə̇sȯinər,essoiner
kälzə,colza
tȯilət,toilet
tərmənᵊlə̇zāshən,terminalization
səbelēən,sabellian
wēnər,weaner
andrägrəfə̇s,andrographis
güs,goes
stikman,stickman
instābəl,instable
spȯilij,spoilage
känkȯrdanchəl,concordantial
irədenklīsəs,iridencleisis
bakrest,backrest
əlegrō,allegro
alkəlesᵊnts,alkalescence
planänt,planont
güdə,gouda
stātəd,stated
klü,clew
mīkrəfilm,microfilm
həndrəd,hundred
fläkyələnts,flocculence
amfitrəpəs,amphitropous
baskitbȯlər,basketballer
athərisərə,athericera
prēchmənt,preachment
münᵊlē,moonily
visənij,vicinage
fōldəwā,foldaway
sīklōheksān,cyclohexane
insidēəs,insidious
lōləndər,lowlander
tīmplēzər,timepleaser
pärchərishən,parturition
bidəbəl,biddable
nachəralətē,naturality
hachīt,hatchite
fərnent,fernent
tamē,tamis
skȯrch,scorch
dīgläsēə,diglossia
krānēōtə,craniota
nizäm,nizam
əspərs,asperse
dendrōkrənäləjē,dendrochronology
atəmīzər,atomizer
intenərāt,intenerate
pləmər,plumber
lastiŋ,lasting
dēnätsifī,denazify
gild,gild
pesthau̇s,pesthouse
ləraarēəm,lararium
embrēäləjē,embryology
mātrənlē,matronly
spȯrəfīt,sporophyte
ōvərfil,overfill
nänkäntshəs,nonconscious
ekspərtīz,expertize
prēdestənət,predestinate
hərmafrəditik,hermaphroditic
slāv,slave
klōzhȯrs,clotheshorse
nänspēkiŋ,nonspeaking
pləktnə̇s,pluckedness
thärtälətrē,phthartolatrae
kōⁿfēzrē,confiserie
pərük,peruke
fēst,feast
spīrämətər,spirometer
hälōkōənīt,holochoanite
plejē,pledgee
zhabō,jabot
sütiŋ,suiting
əpwərd,upward
disepshən,deception
hāmau̇,haymow
midēāshən,dimidiation
inkäntənənts,incontinence
flētiŋ,fleeting
sərviks,cervix
təmbəl,tumble
filəfȯrm,phylliform
bəkskin,buckskin
galyün,galjoen
lȯnchpad,launchpad
pighedəd,pigheaded
pidikyəlōsəs,pediculosis
prōrəgāt,prorogate
ȯtämətīz,automatize
kwīes,quiesce
jär,jar
perəmagnetik,paramagnetic
südōbraŋk,pseudobranch
anīsəmetrik,anisometric
deləgənt,delegant
kärfu̇l,carful
skimēə,skimmia
zimbäbwē,zimbabwe
kwintüpəl,quintuple
hipatəsīt,hepatocyte
maks,max
klikər,clicker
rimüv,remove
kōⁿnt,conte
chitä,chita
jenrəlship,generalship
ərviŋīt,irvingite
ektōenzīm,ectoenzyme
ōnyu̇rōmə,ganglioneuroma
glətᵊnīz,gluttonize
hipäksēmēə,hypoxemia
intərplēd,interplead
hēməstatik,hemostatic
vädkə,vodka
ikspektəntsē,expectancy
heksəgram,hexagram
jäbərē,jobbery
midēənīt,midianite
revənənt,revenant
bāsmən,baseman
skrüdrīvər,screwdriver
pau̇ərhau̇s,powerhouse
särkənīt,sarkinite
grēnfinch,greenfinch
asətaldəhīdās,acetaldehydase
nafthȯl,naphthol
imbädimənt,embodiment
rer,rare
fistə̇kəf,fisticuff
ȯlwā,alway
grōthē,growthy
chikəsȯ,chickasaw
əndekərātəd,undecorated
intərkrȯs,intercross
rajələ,radula
pōstirēərmōst,posteriormost
flekt,flecked
bīəs,bias
skəlyən,scullion
hīpōthīrēōsəs,hypothyreosis
tēmənīt,tiemannite
fōtəfȯr,photophore
iksklüdəbəl,excludable
lantərn,lanthorn
tanȯid,tannoid
sə̇nōbēən,cenobian
nəts,nuts
limnəl,limnal
sülə,sula
prōlȯg,prologue
dimōt,demote
lathər,lather
rübrōspīnᵊl,rubrospinal
lijitəmət,legitimate
glōbinyu̇rēə,myoglobinuria
pälēvālənt,polyvalent
bītau̇nīt,bytownite
mīənēm,myoneme
dīəramə,diorama
nīnäks,ninox
ənindu̇rəbəl,unendurable
fōtōmyu̇rəl,photomural
wȯrtīm,wartime
indikȯrəm,indecorum
əndātəd,undated
lōthiŋ,loathing
kətheksəs,cathexis
pəzeshən,possession
heksəklȯrəfēn,hexachlorophene
düər,doer
lampēən,lampion
abjekshən,abjection
mōldiŋ,molding
slēpəfī,sleepify
mīəblast,myoblast
perəlaks,parallax
triplȯid,triploid
kəthärtik,cathartic
avərdəpȯiz,avoirdupois
navərō,navarho
trüthēnəs,truthiness
mənirän,moneron
küsküs,couscous
mau̇nd,mound
mȯrdᵊnt,mordant
lispənd,lispund
əbərtᵊn,aburton
də̇səltər,desultor
amədās,amidase
strīkōvər,strikeover
bəŋkō,bunco
twichəl,twitchel
rānfȯl,rainfall
strikt,strict
əvau̇,avow
ästēələr,ostiolar
berənē,barony
gifti,giftie
nekrōbasəlōsəs,necrobacillosis
membərship,membership
hōmäləgāt,homologate
entəkōn,entocone
dādᵊl,daidle
shapərōn,chaperone
inkrēs,increase
shärp,sharp
rə̇sents,recense
infärkt,infarct
bätəmləs,bottomless
ägdōad,ogdoad
erətīz,erotize
bärthīt,barthite
klipēə̇t,clypeate
mishənīz,missionize
sterēō,stereo
ādman,aidman
məltəferēəs,multifarious
vīsjirənt,vicegerent
blər,blur
defərənts,deference
miḵəl,michel
ədresər,addressor
flükē,fluky
hərkyəlānēən,herculanean
minēkär,minicar
päzətiv,positive
wakswiŋ,waxwing
bədlēə,buddleia
ripyüt,repute
andəmən,andaman
enjistəmatədē,engystomatidae
perēn,perine
käntrəvēn,contravene
ēmärjinyələ,emarginula
leməzē,lemosi
kənseləbrāt,concelebrate
ikstrüsiv,extrusive
əraknȯid,arachnoid
ditərmənəbəl,determinable
əpäthēōz,apotheose
zantthəfil,xanthophyll
maⁿntənōⁿ,maintenon
bildär,bildar
ərnfəl,earnful
erēə,area
verēāt,variate
fyütilətē,futility
dezignāt,designate
mu̇nzh,munge
kämənəbəl,commonable
igaləterēənizəm,egalitarianism
präfətiriŋ,profiteering
pərspektivətē,perspectivity
chēflē,chiefly
jäsəl,jostle
kȯrēthə,corrida
antēhistȯrikəl,antihistorical
yōk,yolk
intərwēv,interweave
fə̇läptəriks,phyllopteryx
stȯrälətrē,staurolatry
bēmə̇lē,beamily
aftərshäk,aftershock
färmsted,farmstead
əndiskərijd,undiscouraged
əlätmənt,allotment
grȯin,groyne
ərgatəmȯrf,ergatomorph
akədeməsizəm,academicism
kriptənēmēālēz,cryptonemiales
gerik,garrick
inhyümān,inhumane
ästēītəs,osteitis
megətən,megaton
mīdəs,midas
intaŋgəl,entangle
märt,mart
pəzəl,puzzle
ənspeshəlīzd,unspecialized
zirəthərmik,xerothermic
planətesəməl,planetesimal
tanjənt,tangent
yüzhərər,usurer
əblüshən,ablution
fə̇lōnēəm,philonium
fyüdəm,feudum
yärd,yard
ōvərēt,overeat
təranəsȯrəs,tyrannosaurus
azōt,azote
bōdiŋ,boding
vēləfȯrm,veliform
kwāzīju̇dishəl,quasijudicial
nītrəl,nitrile
hijemənē,hegemony
äktᵊl,octyl
bōlōman,boloman
sākrəd,sacred
bējəsäl,bijasal
difendər,defender
venyü,venue
rimər,rimmer
pāmənt,payment
əpōnənsē,opponency
gāmē,gamy
kwȯrtərstaf,quarterstaff
ȯilər,oiler
stīəl,stile
ekspȯrt,export
velu̇r,velure
sōkmən,sokeman
rēdīəl,redial
pash,pash
vərmis,vermis
dēklasəfī,declassify
gritē,gritty
ifemərəs,ephemeris
blüē,bluey
kəbē,cubby
pəpē,puppy
məkmənt,muckment
grāsfəl,graceful
fībərbȯrd,fiberboard
kabərdēn,kabardin
kȯstlē,costly
leptətrikēə,leptotrichia
envēəs,envious
jēədesik,geodesic
vərbəlē,verbally
dīəspȯr,diaspore
stakidrēn,stachydrine
yidishizəm,yiddishism
antərōventrəl,anteroventral
bash,bash
kwilāyə,quillaja
frigəl,friggle
kämə,comma
kränikəl,chronicle
māzmənt,mazement
zithēə,zythia
pəkī,pacay
pēanəgraf,pianograph
thremətäləjē,thremmatology
jȯk,jauk
gəvät,gavotte
spektrəgraf,spectrograph
grētiŋ,greeting
kəndüs,conduce
brüt,brute
pälətiks,politics
müresh,mures
biskrēn,bescreen
inhibət,inhibit
hwäp,whop
bətək,buttock
difektiv,defective
kibu̇ts,kibbutz
shōfär,shofar
mənätəkärdēə,monotocardia
terətȯrēəl,territorial
slōgən,slogan
kärdītəs,carditis
wigəl,wiggle
sītäləsəs,cytolysis
ənhalō,unhallow
kalsənōsəs,calcinosis
sēfüd,seafood
kīmirə,chimera
antthəridēəm,antheridium
səkən,sucken
minəstirēəm,ministerium
plānnə̇s,planeness
ampfəthēətər,amphitheater
handrīt,handwrite
bikȯz,because
rīnek,wryneck
əninstrəktiv,uninstructive
kənsəmpshən,consumption
getēzbərg,gettysburg
esterō,estero
zərship,kaisership
nyōrō,nyoro
trihälōs,trehalose
tülədē,tuladi
tsitsəs,tzitzit
kərājəs,courageous
skimpē,skimpy
misplā,misplay
helthfəl,healthful
ravishiŋ,ravishing
īsōhīdrik,isohydric
kȯilōnikēə,koilonychia
brȯiəl,broil
fərnent,fornent
yüniflajələt,uniflagellate
thīridēəl,thyridial
lōləndz,lowlands
kəpasətē,capacity
petrəl,petrel
trōpēsə̇s,tropesis
krāzi,craisey
gravətē,gravity
stəmbəl,stumble
ənnesəserəlē,unnecessarily
gremlən,gremlin
setᵊl,settle
mänənüklēōsəs,mononucleosis
blesəd,blessed
nīōbəs,niobous
sə̇nēmə,synnema
trīaŋgyələr,triangular
pāst,paste
strīkau̇t,strikeout
fu̇tbath,footbath
brākēāt,brachiate
sheldək,shelduck
heksəhēdrəl,hexahedral
ənȯiiŋ,annoying
məlti,multi
vitᵊlər,victualler
terəf,teraph
tīpist,typist
sīfərīnᵊl,siphorhinal
dabəl,dabble
su̇sərəs,susurrus
aktinəstōm,actinostome
vesikəl,vesical
āfōtəträpik,aphototropic
iŋkyədāt,incudate
lüsətīt,leucitite
zōgō,zogo
nȯmkeg,naumkeag
sə̇riŋgə,seringa
eksəkrāshən,execration
impərtənənts,impertinence
wethərman,weatherman
dau̇tfəl,doubtful
irmärk,earmark
ākrōmətən,achromatin
klizmäs,klismos
härmləs,harmless
hijīrə,hegira
sabət,sabbat
bavərdäzh,bavardage
ärənyəkə,aranyaka
endärtərektəmē,endarterectomy
rēitərāt,reiterate
sādizəm,sadism
pinyül,pinnule
nämbrəl,nombril
idēəsōm,idiosome
tīglən,tiglon
rēiksept,reaccept
faskägəlē,phascogale
ments,mense
pāvō,pavo
käwəkäwə,kawakawa
frau̇zəld,frowzled
selyələr,pericellular
käsō,kosso
pälēkristələn,polycrystalline
shərvän,shirvan
rēəpȯint,reappoint
ȯrthägənəlīz,orthogonalize
rēp,reap
ənwȯntəd,unwonted
mu̇rlənd,moorland
bəlōnē,bologna
əpreshən,oppression
ästrēāshēə,ostraeacea
frēwā,freeway
inkəmōd,incommode
intərvizətāshən,intervisitation
dēlektāshən,delectation
bənā,benét
reglət,reglet
mōltō,molto
mī,my
gəzārä,gezerah
epəlimnetik,epilimnetic
räkər,rocker
iklēzēastəsizəm,ecclesiasticism
härtfərd,hartford
bwäzē,buaze
tēentō,tiento
intərfərtᵊl,interfertile
demirep,demirep
trajikämik,tragicomic
küchēə,cuchia
nȯizmākər,noisemaker
heks,hex
rēkənvā,reconvey
rēyütəlīz,reutilize
asərtān,ascertain
dəbȯiə,daboia
ōshēanik,oceanic
bȯikät,boycott
əgrandīz,aggrandize
dip,dip
neməlīn,nemaline
filərīədē,filariidae
präbləmatik,problematic
atəmistik,atomistic
inətentshən,inattention
kīrəl,chiral
adənilpīrōfäsfāt,adenylpyrophosphate
sīəl,sile
gish,gish
gōälə,goala
disprəpȯrshənāshən,disproportionation
ȯrkītəs,orchitis
retrəflekshən,retroflexion
skāl,scale
sərkəmflüənt,circumfluent
rathē,wrathy
mȯrfēnizəm,morphinism
frisk,frisk
epā,épée
geshərīt,geshurite
ischēt,escheat
yōtᵊn,jotun
mänäkyələr,monocular
saphed,saphead
sləsh,slush
prēənau̇nts,preannounce
ənpəlütəd,unpolluted
iklōzhən,eclosion
limfȯidəsīt,lymphoidocyte
razberē,raspberry
əninthüzēastik,unenthusiastic
əkrāzhēēē,acrasieae
zīlətȯl,xylitol
ȯltər,alter
pāau̇t,payout
intərkəlchrəl,intercultural
kiŋfish,kingfish
pīk,pike
alkələnīz,alkalinize
pīlēələs,pileolus
kemēlümənesᵊnts,chemiluminescence
änərifik,honorific
fītōjēägrəfē,phytogeography
keks,kex
äsəfrän,azafran
kənfərvȯid,confervoid
kälyəmelēə,columellia
əndispyütəbəl,undisputable
disəbā,disobey
nyu̇rəpil,neuropil
nektər,nectar
plektägnəthī,plectognathi
kwik,quick
machiŋ,matching
trākēätəmīz,tracheotomize
tərkmən,turkman
skalmə,scalma
nimatik,nematic
jēnyəs,genius
sīkōanəlīz,psychoanalyze
brünhilt,brunhild
balət,ballot
heləndīt,hellandite
sintaktik,syntactic
fləd,flood
ersäts,ersatz
käntənentᵊl,continental
nashnəl,national
mīər,mire
hȯrmənȯid,hormonoid
kapchər,capture
pitəspərāsēē,pittosporaceae
sisə̇ndelədē,cicindelidae
dämənō,domino
likwəfī,liquefy
sərkyüətəs,circuitous
dīkägəmē,dichogamy
klīmaktərik,climacteric
kalverēə,calvaria
ēōlēən,eolian
prisēdᵊnt,precedent
ōvərimajnətiv,overimaginative
ənēkwələbəl,unequalable
əpelətiv,appellative
gwīəkȯl,guaiacol
nētäp,netop
rōterēən,rotarian
bətänə̇st,batonist
fāsəp,faceup
pȯrtrət,portrait
grivə̇t,grivet
bakstich,backstitch
hīdräjənās,hydrogenase
käksīzəs,coccyzus
rə̇tribyüt,retribute
iməgrāt,immigrate
wīərləs,wireless
benədiktənizəm,benedictinism
pedᵊntrē,pedantry
thēəkrat,theocrat
vishəs,vicious
trōik,troic
bȯiŋ,boing
bekət,becket
sīklōpēə,cyclopia
hīpərnēə,hyperpnea
yu̇gə,yuga
entəräjənəs,enterogenous
flāvōn,flavone
edgər,edgar
krōmədrōsəs,chromidrosis
misədvenchər,misadventure
əndēn,undine
jəŋkē,junkie
atrəhənt,attrahent
tarəgōnə,tarragona
ekstrəjüdishəl,extrajudicial
här,haar
penērȯiəl,pennyroyal
əlau̇ənts,allowance
bläbē,blobby
berōtrau̇mə,barotrauma
chəmpē,chumpy
äktrȯi,octroy
spakəl,spackle
ingresiv,ingressive
kägitō,cogito
kandədə,candida
äktənt,octant
inchantmənt,enchantment
tu̇rnā,tournai
kələmnēāt,calumniate
ənādəd,unaided
vitᵊlz,vittles
antēhisterik,antihysteric
strət,strut
krənäləjē,chronology
mirēəd,myriad
känə,kana
rēkapchər,recapture
rənwā,runway
səlisətəs,solicitous
gwätüsō,guatuso
ənapəīt,anapaite
agpəīt,agpaite
nanizəm,nanism
su̇rəkəkü,curucucu
ə̇mpignərāt,impignorate
əŋgwəl,periungual
vətrə̇s,servitress
silvēə,sylvia
magnəfīər,magnifier
pätərb,potherb
prēȯrdər,preorder
fu̇səl,fustle
ferēər,farrier
ȯdēōfīəl,audiophile
difyüs,diffuse
saləkāsēē,salicaceae
sēk,sikh
smərch,smirch
gasbag,gasbag
ȯltərnəsēalsoal,alternacy
yünəflōrəs,uniflorous
flīmən,flyman
plümij,plumage
hethər,heather
rȯish,rawish
mezədərm,mesoderm
əmpkwȯ,umpqua
petərdiər,petardier
mints,mince
fīs,fice
inditərmənizəm,indeterminism
tau̇z,touse
ənkənvərtəd,unconverted
sȯŋbərd,songbird
anīridēə,aniridia
refərnts,reference
zhüber,joubert
kaləmerē,calamary
hōk,howk
aləgraf,allograph
dētik,detick
kənsinə̇t,concinnate
tāləs,talus
ärbərētəm,arboretum
pōphu̇d,popehood
ēstərnər,easterner
frā,frae
jȯbāshən,jawbation
nȯrsəl,norsel
priverəkāt,prevaricate
lüdztər,lewdster
kōkrēāt,cocreate
ə̇ndet,indebt
blis,bliss
täksəfēn,toxaphene
dēaktəvāt,deactivate
stāshən,station
ȯtəwə̇st,autoist
kaarēāsēē,araucariaceae
sōlləs,soulless
chärläk,charlock
läjmənt,lodgment
antisəpāshən,anticipation
implȯr,implore
remədē,remedy
diflekshən,deflection
əbisəl,abyssal
tintsəlē,tinselly
galvanəgraf,galvanograph
līgāt,ligate
verēəslē,variously
pentəpälətᵊn,pentapolitan
filənthräpik,philanthropic
kraftsmən,craftsman
dēmithäləjīz,demythologize
ərtəkerēə,urticaria
chōgə,choga
thərmik,thermic
ȯtōregyəlāshən,autoregulation
väləntir,volunteer
gras,grass
sīfänəstēl,siphonostele
ävalbyümən,ovalbumin
ärgyü,argue
widrə̇m,widdrim
silkē,silky
kəmisiv,commissive
hīpəkrōmik,hypochromic
mastik,mastic
wēnē,weenie
tetrəkȯrd,tetrachord
terasəfȯrm,terraciform
stābəlīzər,stabilizer
rēwərk,rework
prōlänj,prolonge
lärkē,larky
nepətᵊl,nepotal
danset,dancetté
iksepshnəlē,exceptionally
hēməglütənən,hemagglutinin
dīfilə,diphylla
prēlim,prelim
pyüsələnimətē,pusillanimity
rēəbsȯrb,reabsorb
ādᵊnt,aidant
palətalətē,palatality
iməthädikəl,immethodical
pirətōjenik,pyretogenic
agətīn,agatine
lēt,lied
kōjȯin,cojoin
grā,gray
histəjenəsəs,histogenesis
krītᵊnīt,kreittonite
mȯsē,mossy
niktəpə̇thēkəs,nyctipithecus
härdz,hards
pərabəlīz,parabolize
pərspīrətiv,perspirative
hālsəm,halesome
yāärə,yeara
rüth,ruth
dəmestikātəd,domesticated
əgänəthēt,agonothete
pīkȯid,picoid
hamyələr,hamular
tīnō,taino
fantazməgȯrēə,phantasmagoria
hanēīt,hannayite
perəkrānēəm,pericranium
käməsär,commissar
sikōndō,secondo
jänēkāk,johnnycake
trantsmyüt,transmute
au̇tdrīv,outdrive
əküstik,acoustic
gaŋwā,gangway
jēäləjər,geologer
flōchärt,flowchart
phonemes,graphemes
klag,clag
sibəl,sibyl
katliŋ,catling
käsu̇lä,casula
päləsēhōldər,policyholder
defikāt,defecate
smedəm,smeddum
ilȯin,eloign
pȯrtünə̇d,portunid
wīndiŋ,winding
südətȯrē,sudatory
therəpȯn,thereupon
tresē,tressy
shrau̇d,shroud
amfəplu̇rə,amphipleura
ekdəsəs,ecdysis
igzajərāt,exaggerate
hȯrmänik,hormonic
sekstənt,sextant
edəkyül,edicule
kōkə̇läzh,coquillage
disperiŋ,despairing
perəprəfeshnəl,paraprofessional
verēōl,variole
məlinchē,malinche
zōə̇st,zoist
kapətō,capito
kərwärē,kherwari
rəfidēən,raphidian
ȯdēämətər,audiometer
minəsiŋər,minnesinger
pōrəskōp,poroscope
limpəd,limpid
məskədā,muscadet
hȯrspau̇ər,horsepower
wishbōn,wishbone
prənau̇ntsmənt,pronouncement
dēsalənāt,desalinate
sənəp,sunup
byükälik,bucolic
dəshship,goddessship
əsētᵊl,acetyl
ȯrvyātō,orvieto
pər,per
yasht,yasht
mərkaptȯl,mercaptol
filēəm,phyllium
kis,kiss
prōbāshən,probation
tīthiŋ,tithing
trau̇tē,trouty
jün,june
känglōb,conglobe
lȯrənsīt,lawrencite
krīəfōər,criophore
telfərmən,telpherman
ōāsəl,oasal
prithē,prithee
insīkləpēdēə,encyclopedia
kwēnship,queenship
məskələnj,muskellunge
enchəlädə,enchilada
fȯrfȯt,forfault
jif,jiff
ȯksəspōər,auxospore
kau̇bel,cowbell
midshipmīt,midshipmite
əndərkōtiŋ,undercoating
rench,wrench
sivizəm,civism
səfärdē,sephardi
səpəlkrəl,sepulchral
pərōləbəl,parolable
təbägəniŋ,tobogganing
kwintik,quintic
ōtidədē,otididae
diskäntənüətē,discontinuity
yu̇rägrəfē,urography
filmȯr,fillmore
entəmōfōbēə,entomophobia
kȯrəlāshən,correlation
rapēd,rapide
pētmən,peatman
mapmōnd,mappemonde
äbləgāshən,obligation
āgwälmāntā,egualmente
blimpish,blimpish
nänədiktiŋ,nonaddicting
ōvərsəplī,oversupply
trīəmvərəl,triumviral
thäs,thos
piswär,pissoir
makyəlōs,maculose
tänəfī,tonify
viktȯrēə,victoria
dēpərm,deperm
deməgrafik,demographic
manəkēən,manichaean
perətrēm,peritreme
kem,kemb
təfāshəs,tophaceous
mərməkäləjē,myrmecology
rəzȯrsənȯl,resorcinol
hōləhēdrəl,holohedral
antēvenən,antivenin
älēyä,aliyah
jiŋbaŋ,jingbang
kənvēn,convene
disent,dissent
wīərtapər,wiretapper
skitsȯidizəm,schizoidism
strandlüpər,strandlooper
ətentshən,attention
brasbau̇nd,brassbound
dəgau̇t,dugout
fītämətər,phytometer
nȯrm,norm
rezignāshən,resignation
ətalik,italic
tetrəl,tetryl
ärkyəwəl,arcual
mālēāt,maleate
bu̇lyən,bullion
trantslāt,translate
trōkāik,trochaic
treməlō,tremolo
glaarēnə̇s,glariness
kru̇rəl,crural
streŋkthən,strengthen
nästaljik,nostalgic
nikethəmīd,nikethamide
inənishən,inanition
päŋgə,panga
brākēəm,brachium
bōrnənīt,bournonite
heksamətə,hexamita
kau̇ntərrēakshən,counterreaction
lesəthəl,homolecithal
rēkəmit,recommit
sərvīvəlist,survivalist
stōlə,stola
trig,trig
striŋmən,stringman
alkaləfī,alkalify
tōk,toke
rezərekt,resurrect
tafətīzd,taffetized
risesiv,recessive
spak,spak
inkindᵊl,enkindle
aŋglikən,anglican
thrəshē,thrushy
ēvəntīd,eventide
əglō,aglow
əlȯŋ,along
bīrən,byron
spāsman,spaceman
prōkärp,procarp
səfiks,suffix
pinōlē,pinole
kəmpyütərīz,computerize
māyütik,maieutic
swädᵊl,swaddle
edəfän,edaphon
əfentsəbəl,offensible
rəniŋ,running
kärsənōmə,carcinoma
alətiv,allative
swinbərn,swinburne
gär,gar
hīdrəlīz,hydrolyze
diskənfərm,disconfirm
skəlastəsizəm,scholasticism
pyü,pew
dəspərsəbilətē,dispersibility
vivēənīt,vivianite
plē,plea
pekəbilətē,peccability
pərj,purge
heptōs,heptose
əblījmənt,obligement
igzüm,exhume
skwibərē,squibbery
riŋlət,ringlet
käntsəkrātəd,consecrated
pivətᵊl,pivotal
hərməjēnēən,hermogenian
pərsēv,perceive
dālē,daily
dȯgnap,dognap
elə̇nj,elenge
chipē,chippy
āfiləs,aphyllous
ōdərənt,odorant
hīfəlütᵊn,highfalutin
rümətäləjē,rheumatology
dil,dill
fōlədāshēə,pholadacea
dȯrkəs,dorcas
sərpīgō,serpigo
chēmü,chimu
peləm,pelham
spīran,spiran
gändəlet,gondolet
kerē,carey
raŋkə̇t,rankett
smaksmən,smacksman
anətīn,anatine
abju̇r,abjure
ədvīzd,advised
ambə,anba
pīrənēnəfilik,pyroninophilic
ōəspərm,oosperm
kliŋ,kling
derənjər,derringer
fēənketō,fianchetto
rə̇kärdēən,ricardian
dekād,decade
länjilə̇kwənts,longiloquence
dispach,dispatch
träpədēn,tropidine
kəmpendēəs,compendious
th,th
fāməs,famous
strēk,streek
maksilə,maxilla
staŋk,stank
fazmatədə,phasmatida
kōnē,coney
ekwətənt,equitant
tālwind,tailwind
ēgōmānēə,egomania
bit,bitt
bärtōlənītəs,bartholinitis
brēf,brief
ersik,airsick
glanjəläsətē,glandulosity
fēzəbəl,feasible
brākdau̇n,breakdown
lərn,learn
shaŋkər,chancre
brabəl,brabble
səbkiŋdəm,subkingdom
plazməjel,plasmagel
